shash,genre,years,alt,heading,text
8f7389d9f0cb9817,product_hype,"2019,2020",0.018,Community inclusion,"In addition, service members can now enter their military occupational specialty code (MOS, AFSC, NEC) directly into Google Search and see relevant civilian jobs."
c05cdf3148eae1c5,product_hype,"2019,2020",0.017,Community inclusion,"Through Google My Business, business owners can mark their businesses as “LGBTQ-friendly” and as a “Transgender Safe Space” on their Google Maps listing to let customers know they’re always welcome."
60bb344d277246ab,product_hype,"2019,2020",0.010,Community inclusion,LGBTQ-friendly businesses Google Maps and Search help small businesses connect with their local communities.
fb0f93cc1792840d,product_hype,"2022,2023,2024,2025",0.007,Boosting support for spaces of belonging through Google tools and technology,"Businesses can identify themselves as spaces of belonging by using the business attributes, LGBTQ-friendly , Trangender safespace , and gender-neutral restrooms ."
f8ab9aff75a7d32a,product_hype,"2022,2023,2024,2025",0.007,"Helping everyone identify and support Asian-, Black-, and Latino-owned businesses","Business owners in the U.S. can add an Asian-owned , Black-owned or Latino-owned attribute to their Business Profile, which customers can see on their listings on Google Search and Google Maps."
fd9225d9d8de1e5b,product_hype,2025,0.006,Helping Veterans,"United States service members can now enter their military occupation code (MOS, AFSC, NEC, etc.) when they search “jobs for Veterans” and find relevant jobs that align with their military experience — making the civilian career shift easier."
5d61f057ef0c44d8,product_hype,"2022,2023,2024,2025",0.001,Boosting support for spaces of belonging through Google tools and technology,"These attributes help people find and support these businesses, which are so vital to LGBTQ+ communities."
a9f6dc8ec8f84c3b,product_hype,2012,-0.011,Ten things we know to be true,We believe that advertising can be effective without being flashy.
896ba7df3ff9135f,product_hype,2012,-0.015,Ten things we know to be true,"And we firmly believe that ads can provide useful information if, and only if, they are relevant to what you wish to find–so it’s possible that certain searches won’t lead to any ads at all."
c67f0d13d78888e0,product_hype,2012,-0.015,What we do for businesses,We provide a variety of tools to help businesses of all kinds succeed on and off the web.
bd3ee82b58a18c6b,product_hype,"2019,2020",-0.025,Business & product inclusion,Business and product inclusion is the intentional practice of designing products and services for a diverse range of consumers and communities by better understanding their unique needs.
13ffaf055127c4fd,product_hype,2012,-0.038,Ten things we know to be true,We never manipulate rankings to put our partners higher in our search results and no one can buy better PageRank.
44a80d4e83d31aa2,product_hype,2012,-0.047,Ten things we know to be true,"We know your time is valuable, so when you’re seeking an answer on the web you want it right away–and we aim to please."
f83f902e0aaa08f6,product_hype,2012,-0.049,Ten things we know to be true,"We don’t accept pop–up advertising, which interferes with your ability to see the content you’ve requested."
f1058190d5739f55,product_hype,2012,-0.051,Ten things we know to be true,"To ensure that we’re ultimately serving all our users (whether they are advertisers or not), we have a set of guiding principles for our advertising programs and practices: We don’t allow ads to be displayed on our results pages unless they are relevant where they are shown."
e5d82923c80e7123,product_hype,2012,-0.057,What we do for you,"It means showing you when your friends like an ad or a search result, so that you know it might be valuable."
40f4b092cd32b3b5,product_hype,2012,-0.067,Ten things we know to be true,"Advertising on Google is always clearly identified as a “Sponsored Link,” so it does not compromise the integrity of our search results."
87b33c5923af4a2d,product_hype,2012,-0.088,Ten things we know to be true,We’ve found that text ads that are relevant to the person reading them draw much higher clickthrough rates than ads appearing randomly.
3cf35d16c2d3d732,world_changing,"2014,2015,2016",0.343,Global Impact Awards: Giving back at Google scale,"At Google, we believe in making the world a better place through technology."
21f9e4cdc3dcd800,world_changing,"2023,2024",0.326,Find your team,Make people's lives better through technology.
2fad228b4a196337,world_changing,2025,0.266,Accelerating the impact of nonprofits,"We’re applying Google’s innovation, research, and resources to promote progress and expand opportunity for everyone."
33a72e45da75acae,world_changing,"2019,2020",0.261,Conclusion,We believe in universal access to technology for all communities.
9b64e8008b92e66b,world_changing,"2004,2005,2006,2007",0.256,,"Uniting the world, one user at a time."
f35bd66735f01595,world_changing,"2005,2006,2007",0.251,,Can one conversation change the world?
059455fd413bb17d,world_changing,2008,0.228,Top 10 Reasons to Work at Google,"As such we think, act, and work globally - just our little contribution to making the world a better place."
09505fbd5e5ea43f,world_changing,"2004,2005,2006,2007",0.226,,"As such we think, act, and work globally—just our little contribution to making the world a better place. 9."
b1aa0d6a8b5676c5,world_changing,"2024,2025",0.226,Explore more of our belonging work,We’re working to develop artificial intelligence responsibly.
a2954069d4c87569,world_changing,2025,0.200,Preventing online hate and toxicity with help from AI,"When used and developed responsibly , artificial intelligence has the power to help protect vulnerable people – including members of LGBTQ+ communities around the world – from online hate."
43aeccd6354807fd,world_changing,"2022,2023,2024,2025",0.199,How we’re building online safety for people marginalized because of their gender,"As part of its mission to address threats to open societies, Jigsaw (a team within Google) is working toward globally scalable solutions to the issue of online toxicity ."
3d7eefb53601a344,world_changing,"2018,2019",0.193,Conclusion,"We are determined we will have the impact the world expects of us, and that we expect of ourselves."
38a434cb4664b792,world_changing,"2005,2006,2007",0.184,,It can also produce ideas that transform how people live their lives.
a829a1787dc1aff5,world_changing,2012,0.181,Ten things we know to be true,"Those are the kinds of changes we seek to make, and we’re always looking for new places where we can make a difference."
d562e44704157189,world_changing,2008,0.138,Top 10 Reasons to Work at Google,"With millions of visitors every month, Google has become an essential part of everyday life - like a good friend - connecting people with the information they need to live great lives."
668a047035154487,world_changing,"2005,2006,2007",0.132,,"With millions of visitors every month, Google has become an essential part of everyday life—like a good friend—connecting people with the information they need to live great lives. 2."
8d2d8b809785d3dc,world_changing,2012,0.132,Ten things we know to be true,"In addition, we’re hoping to fuel greater innovation for mobile users everywhere with Android, a free, open source mobile platform."
4ac5049546813b1b,world_changing,2012,0.111,What we do for you,"Above all, it means making our products work better so that people can spend time on the stuff they’re good at—like enjoying time with family, camping in the wilderness, painting a picture or throwing a party."
6db87046a34254ef,world_changing,2000,0.108,Join Our Team!,Millions use Google - your ideas will make a difference.
385df463825947d5,world_changing,2003,0.108,,Millions use Google - your ideas will make a difference.
391d5abfb83a0ada,world_changing,2000,0.106,,Your ideas can make a difference.
